Name.auth,Dispersal,Pollination,Fruit type by Corlett,Fruit Colour,Fruit type,Fruit Shape,Pericarp,Dehiscence,Fruit Description,Aril,Seed Shape,Seed Colour,Fruit Length (cm) min,Fruit Width (cm) min,No. Seed min,Seed Length (mm) min,Seed width (mm) min,Fruit Length (cm) max,Fruit Width (cm) max,No. Seed max,Seed Length (mm) max,Seed width (mm) max,Fruit Length (cm) mean,Fruit Width (cm) mean,No. Seed mean,Seed Length (mm) mean,Seed width (mm) mean
Cleistanthus oblongifolius (Roxb.) Mull. Arg,others,insect,dehiscent,NA,capsule,NA,NA,y,NA,exarillate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus moluccanus var. angulosus Kalkman,"ingestion (berries, drupes or aggregate fruits)",insect,simple,red,drupe,NA,NA,NA,mesocarp thick and fleshy,NA,NA,NA,0.2,0.1,NA,NA,NA,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA
Rubus moluccanus var. moluccanus L.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,red,drupe,NA,NA,NA,mesocarp thick and fleshy,NA,NA,NA,0.2,0.1,NA,NA,NA,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA
Caelospermum truncatum (Wall.) Baill. ex K. Schum.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chassalia chartacea Craib,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,drupaceous,globose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Chassalia curviflora (Wall.) Thw.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,black,drupaceous,globose,NA,NA,pulpy,NA,plano-convex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Chassalia pubescens Ridl.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,drupaceous,globose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Chassalia singapurensis (Ridl.) A. P. Davis,NA,NA,simple,NA,drupaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Hypobathrum coniferum (Ridl.) Bakh. f.,"ingestion (berries, drupes or aggregate fruits)",bird,simple,NA,berry-like,NA,NA,NA,small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lecananthus erubescens Jack,"ingestion (berries, drupes or aggregate fruits)",bird,simple,NA,NA,NA,NA,NA,membranous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maschalocorymbus corymbosus (Blume) Bremek,NA,NA,simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mussaenda maingayi (Hook. f.) Hemsl. ex B. D. Jacks.,others,insect,simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecodia tuberosa Jack,"ingestion (berries, drupes or aggregate fruits)",bird,simple,orange,NA,oblong,NA,NA,pulpy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neonauclea pallida ssp. malaccensis (Reinw. ex Havil.) Bakh.f. |(Gand.) Ridsdale,wind (wing-like structures),bird,simple,NA,fruiting heads,obovoid,NA,NA,NA,NA,flattened elliptic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxyceros scandens (Blume) Tirveng.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pavetta wallichiana Steud.,"ingestion (berries, drupes or aggregate fruits)",bird,simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
Psychotria cantleyi Ridl.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,white,NA,subglobose,NA,NA,pulpy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psychotria maingayi Hook. f.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,white,NA,ellipsoid,NA,NA,"large, pulpy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psychotria sarmentosa Blume,"ingestion (berries, drupes or aggregate fruits)",insect,simple,white,NA,ellipsoid,NA,NA,pulpy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saprosma glomerulatum King & Gamble,"ingestion (berries, drupes or aggregate fruits)",insect,simple,blue,NA,subglobular,NA,NA,fleshy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schradera membranacea (King) Puff, R. Buchner & Greimler",NA,NA,simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glycosmis trifoliata (Blume) Spreng.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,white to pink/purplish,berry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paramignya scandens var. ridleyi (Griff.) Craib |(Burkill) Swingle,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,berry,globular-ovoid,NA,NA,"thick peel, resinous glandular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zanthoxylum nitidum (Roxb.) DC.,NA,NA,dehiscent,red to black,follicle,NA,NA,NA,NA,NA,ovoid to round,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Sabia erratica van de Water,others,insect,simple,NA,drupelet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Casearia capitellata Blume,"ingestion (berries, drupes or aggregate fruits)",insect,dehiscent,yellow to ornage,capsule,oblong-ellipsoid,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA
Casearia clarkei var. clarkei King,"ingestion (berries, drupes or aggregate fruits)",insect,dehiscent,bright yellow,capsule,ovoid to ellipsoid,NA,NA,NA,fleshy,NA,NA,5,2.5,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA
Casearia lobbiana Turcz.,"ingestion (berries, drupes or aggregate fruits)",insect,dehiscent,orange or yellow,capsule,nearly globose,NA,NA,"almost sessile, glabrous",crimson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.8,NA,NA,NA
